Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
1100,US-2019-145212,13/09/2019,19/09/2019,Standard Class,DC-12850,Dan Campbell,Replacement,United States,New York City,New York,10011,East,OFF-AR-10002833,Third Party,Art,5.46,3,0,1.4742
1101,US-2019-156216,13/09/2019,17/09/2019,Standard Class,EA-14035,Erin Ashbrook,Servicing,United States,Charlotte,North Carolina,28205,South,OFF-BI-10001679,Third Party,Binders,18.648,7,0.7,-12.432
1102,US-2019-126277,13/09/2019,18/09/2019,Second Class,LH-16900,Lena Hernandez,Replacement,United States,Columbus,Ohio,43229,East,OFF-BI-10004022,Third Party,Binders,2.502,3,0.7,-2.0016
1103,US-2019-142769,13/09/2019,13/09/2019,Same Day,RP-19390,Resi Pölking,Replacement,United States,Seattle,Washington,98103,West,OFF-FA-10000840,Third Party,Fasteners,5.7,5,0,2.679
1104,US-2019-142769,13/09/2019,13/09/2019,Same Day,RP-19390,Resi Pölking,Replacement,United States,Seattle,Washington,98103,West,OFF-PA-10002923,Third Party,Paper,48.94,1,0,24.47
1105,US-2019-132962,13/09/2019,16/09/2019,First Class,JM-15535,Jessica Myrick,Replacement,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,Third Party,Paper,15.552,3,0.2,5.4432
1106,US-2019-140039,13/09/2019,17/09/2019,Standard Class,ON-18715,Odella Nelson,Servicing,United States,Tempe,Arizona,85281,West,OFF-ST-10001034,Third Party,Storage,79.4,5,0.2,5.955
1107,US-2019-142769,13/09/2019,13/09/2019,Same Day,RP-19390,Resi Pölking,Replacement,United States,Seattle,Washington,98103,West,OFF-SU-10001574,Third Party,Supplies,7.3,2,0,2.19
1108,US-2019-142769,13/09/2019,13/09/2019,Same Day,RP-19390,Resi Pölking,Replacement,United States,Seattle,Washington,98103,West,TEC-AC-10000865,Pre Book,Accessories,118,2,0,20.06
1109,US-2019-142769,13/09/2019,13/09/2019,Same Day,RP-19390,Resi Pölking,Replacement,United States,Seattle,Washington,98103,West,TEC-AC-10001606,Pre Book,Accessories,199.98,2,0,75.9924
1110,US-2019-142769,13/09/2019,13/09/2019,Same Day,RP-19390,Resi Pölking,Replacement,United States,Seattle,Washington,98103,West,TEC-AC-10003399,Pre Book,Accessories,144.96,4,0,60.8832
1111,US-2019-132962,13/09/2019,16/09/2019,First Class,JM-15535,Jessica Myrick,Replacement,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004353,Pre Book,Accessories,252,5,0.2,53.55
1112,US-2019-127635,14/09/2019,18/09/2019,Second Class,SC-20260,Scott Cohen,Servicing,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10000550,Direct Sale,Furnishings,9.96,5,0.6,-6.723
1113,US-2019-159184,14/09/2019,19/09/2019,Standard Class,JC-15775,John Castell,Replacement,United States,Macon,Georgia,31204,South,FUR-FU-10002878,Direct Sale,Furnishings,142.4,5,0,52.688
1114,US-2019-145576,14/09/2019,18/09/2019,Second Class,CA-12775,Cynthia Arntzen,Replacement,United States,Tampa,Florida,33614,South,FUR-FU-10004020,Direct Sale,Furnishings,13.128,3,0.2,3.7743
1115,US-2019-160766,14/09/2019,14/09/2019,Same Day,DM-13015,Darrin Martin,Replacement,United States,New York City,New York,10009,East,FUR-TA-10001039,Direct Sale,Tables,464.292,9,0.4,-108.3348
1116,US-2019-100853,14/09/2019,19/09/2019,Standard Class,JB-15400,Jennifer Braxton,Servicing,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Third Party,Appliances,52.448,2,0.8,-131.12
1117,US-2019-160766,14/09/2019,14/09/2019,Same Day,DM-13015,Darrin Martin,Replacement,United States,New York City,New York,10009,East,OFF-AP-10002945,Third Party,Appliances,601.3,2,0,198.429
1118,US-2019-145576,14/09/2019,18/09/2019,Second Class,CA-12775,Cynthia Arntzen,Replacement,United States,Tampa,Florida,33614,South,OFF-AP-10003914,Third Party,Appliances,13,5,0.2,1.3
1119,US-2019-127635,14/09/2019,18/09/2019,Second Class,SC-20260,Scott Cohen,Servicing,United States,Corpus Christi,Texas,78415,Central,OFF-BI-10001721,Third Party,Binders,8.552,2,0.8,-13.6832
1120,US-2019-159184,14/09/2019,19/09/2019,Standard Class,JC-15775,John Castell,Replacement,United States,Macon,Georgia,31204,South,OFF-BI-10001890,Third Party,Binders,7.16,2,0,3.4368
1121,US-2019-160766,14/09/2019,14/09/2019,Same Day,DM-13015,Darrin Martin,Replacement,United States,New York City,New York,10009,East,OFF-EN-10001099,Third Party,Envelopes,68.46,7,0,31.4916
1122,US-2019-113362,14/09/2019,19/09/2019,Standard Class,AJ-10960,Astrea Jones,Replacement,United States,Rochester,New York,14609,East,OFF-EN-10003845,Third Party,Envelopes,11.07,3,0,5.0922
1123,US-2019-127635,14/09/2019,18/09/2019,Second Class,SC-20260,Scott Cohen,Servicing,United States,Corpus Christi,Texas,78415,Central,OFF-FA-10000053,Third Party,Fasteners,6.048,4,0.2,-1.3608
1124,US-2019-100853,14/09/2019,19/09/2019,Standard Class,JB-15400,Jennifer Braxton,Servicing,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,Third Party,Labels,20.16,4,0.2,6.552
1125,US-2019-160766,14/09/2019,14/09/2019,Same Day,DM-13015,Darrin Martin,Replacement,United States,New York City,New York,10009,East,OFF-PA-10000213,Third Party,Paper,44.82,9,0,21.0654
1126,US-2019-127635,14/09/2019,18/09/2019,Second Class,SC-20260,Scott Cohen,Servicing,United States,Corpus Christi,Texas,78415,Central,OFF-PA-10004610,Third Party,Paper,6.848,2,0.2,2.14
1127,US-2019-113362,14/09/2019,19/09/2019,Standard Class,AJ-10960,Astrea Jones,Replacement,United States,Rochester,New York,14609,East,OFF-ST-10001809,Third Party,Storage,449.15,5,0,8.983
1128,US-2019-160766,14/09/2019,14/09/2019,Same Day,DM-13015,Darrin Martin,Replacement,United States,New York City,New York,10009,East,TEC-MA-10003979,Pre Book,Machines,2799.96,4,0,1371.9804
1129,US-2019-160766,14/09/2019,14/09/2019,Same Day,DM-13015,Darrin Martin,Replacement,United States,New York City,New York,10009,East,TEC-PH-10000526,Pre Book,Phones,287.97,3,0,80.6316
1130,US-2019-160766,14/09/2019,14/09/2019,Same Day,DM-13015,Darrin Martin,Replacement,United States,New York City,New York,10009,East,TEC-PH-10001536,Pre Book,Phones,16.99,1,0,4.4174
1131,US-2019-149594,15/09/2019,19/09/2019,Standard Class,MF-18250,Monica Federle,Servicing,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000222,Direct Sale,Furnishings,103.936,4,0.2,16.8896
1132,US-2019-138100,15/09/2019,20/09/2019,Standard Class,AA-10315,Alex Avila,Replacement,United States,New York City,New York,10011,East,FUR-FU-10002456,Direct Sale,Furnishings,14.56,2,0,6.2608
1133,US-2019-138100,15/09/2019,20/09/2019,Standard Class,AA-10315,Alex Avila,Replacement,United States,New York City,New York,10011,East,OFF-PA-10000349,Third Party,Paper,14.94,3,0,7.0218
1134,US-2019-141152,16/09/2019,19/09/2019,First Class,RF-19345,Randy Ferguson,Servicing,United States,New York City,New York,10024,East,OFF-BI-10002931,Third Party,Binders,33.552,1,0.2,12.582
1135,US-2019-103940,17/09/2019,21/09/2019,Standard Class,BN-11515,Bradley Nguyen,Replacement,United States,Seattle,Washington,98103,West,FUR-FU-10004671,Direct Sale,Furnishings,35.34,2,0,13.4292
1136,US-2019-131947,17/09/2019,22/09/2019,Standard Class,JA-15970,Joseph Airdo,Replacement,United States,Springfield,Oregon,97477,West,OFF-AR-10000411,Third Party,Art,38.256,3,0.2,4.782
1137,US-2019-131947,17/09/2019,22/09/2019,Standard Class,JA-15970,Joseph Airdo,Replacement,United States,Springfield,Oregon,97477,West,OFF-AR-10001473,Third Party,Art,5.248,2,0.2,0.4592
1138,US-2019-103940,17/09/2019,21/09/2019,Standard Class,BN-11515,Bradley Nguyen,Replacement,United States,Seattle,Washington,98103,West,OFF-BI-10002735,Third Party,Binders,137.24,5,0.2,46.3185
1139,US-2019-158638,17/09/2019,21/09/2019,Standard Class,AG-10765,Anthony Garverick,Other,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Third Party,Binders,5.892,4,0.7,-4.1244
1140,US-2019-112851,17/09/2019,21/09/2019,Standard Class,NR-18550,Nick Radford,Replacement,United States,Chula Vista,California,91911,West,OFF-EN-10001453,Third Party,Envelopes,182.94,3,0,85.9818
1141,US-2019-131947,17/09/2019,22/09/2019,Standard Class,JA-15970,Joseph Airdo,Replacement,United States,Springfield,Oregon,97477,West,OFF-PA-10000246,Third Party,Paper,40.24,5,0.2,13.078
1142,US-2019-117170,17/09/2019,24/09/2019,Standard Class,KT-16465,Kean Takahito,Replacement,United States,Raleigh,North Carolina,27604,South,OFF-PA-10000682,Third Party,Paper,4.624,1,0.2,1.6762
1143,US-2019-131947,17/09/2019,22/09/2019,Standard Class,JA-15970,Joseph Airdo,Replacement,United States,Springfield,Oregon,97477,West,OFF-PA-10003039,Third Party,Paper,148.704,6,0.2,46.47
1144,US-2019-103940,17/09/2019,21/09/2019,Standard Class,BN-11515,Bradley Nguyen,Replacement,United States,Seattle,Washington,98103,West,OFF-ST-10000943,Third Party,Storage,57.93,3,0,16.2204
1145,US-2019-103940,17/09/2019,21/09/2019,Standard Class,BN-11515,Bradley Nguyen,Replacement,United States,Seattle,Washington,98103,West,OFF-ST-10004963,Third Party,Storage,30.28,2,0,1.2112
1146,US-2019-117170,17/09/2019,24/09/2019,Standard Class,KT-16465,Kean Takahito,Replacement,United States,Raleigh,North Carolina,27604,South,TEC-AC-10001109,Pre Book,Accessories,47.984,2,0.2,13.1956
1147,US-2019-131947,17/09/2019,22/09/2019,Standard Class,JA-15970,Joseph Airdo,Replacement,United States,Springfield,Oregon,97477,West,TEC-AC-10004633,Pre Book,Accessories,55.92,10,0.2,16.776
1148,US-2019-131947,17/09/2019,22/09/2019,Standard Class,JA-15970,Joseph Airdo,Replacement,United States,Springfield,Oregon,97477,West,TEC-MA-10004086,Pre Book,Machines,29.925,5,0.7,-21.945
1149,US-2019-168130,19/09/2019,19/09/2019,Same Day,BS-11365,Bill Shonely,Servicing,United States,New York City,New York,10011,East,FUR-CH-10000988,Direct Sale,Chairs,887.103,7,0.1,177.4206
1150,US-2019-138177,19/09/2019,24/09/2019,Standard Class,ND-18460,Neil Ducich,Servicing,United States,Chandler,Arizona,85224,West,FUR-TA-10004607,Direct Sale,Tables,73.915,1,0.5,-45.8273
1151,US-2019-159849,19/09/2019,19/09/2019,Same Day,JK-15640,Jim Kriz,Other,United States,San Francisco,California,94110,West,OFF-FA-10000053,Third Party,Fasteners,5.67,3,0,0.1134
1152,US-2019-156601,19/09/2019,24/09/2019,Standard Class,FA-14230,Frank Atkinson,Servicing,United States,Long Beach,California,90805,West,OFF-FA-10000624,Third Party,Fasteners,7.16,2,0,3.58
1153,US-2019-132787,19/09/2019,23/09/2019,Standard Class,MC-18130,Mike Caudle,Servicing,United States,Seattle,Washington,98115,West,OFF-ST-10001321,Third Party,Storage,92.52,6,0,24.9804
1154,US-2019-127299,19/09/2019,24/09/2019,Standard Class,JL-15835,John Lee,Replacement,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003722,Third Party,Storage,67.344,6,0.2,7.5762
1155,US-2019-106992,19/09/2019,21/09/2019,Second Class,SB-20290,Sean Braxton,Servicing,United States,Houston,Texas,77036,Central,TEC-MA-10000822,Pre Book,Machines,3059.982,3,0.4,-509.997
1156,US-2019-127299,19/09/2019,24/09/2019,Standard Class,JL-15835,John Lee,Replacement,United States,Charlotte,North Carolina,28205,South,TEC-MA-10001127,Pre Book,Machines,2624.985,3,0.5,-944.9946
1157,US-2019-106992,19/09/2019,21/09/2019,Second Class,SB-20290,Sean Braxton,Servicing,United States,Houston,Texas,77036,Central,TEC-MA-10003353,Pre Book,Machines,2519.958,7,0.4,-251.9958
1158,US-2019-166744,20/09/2019,24/09/2019,Standard Class,DN-13690,Duane Noonan,Replacement,United States,Columbia,Maryland,21044,East,FUR-BO-10001337,Direct Sale,Bookcases,362.94,3,0,36.294
1159,US-2019-125997,20/09/2019,23/09/2019,First Class,MW-18220,Mitch Webber,Replacement,United States,New York City,New York,10011,East,FUR-BO-10002213,Direct Sale,Bookcases,801.568,2,0.2,-10.0196
1160,US-2019-120411,20/09/2019,23/09/2019,First Class,SB-20185,Sarah Brown,Replacement,United States,Chicago,Illinois,60653,Central,FUR-BO-10004218,Direct Sale,Bookcases,493.43,5,0.3,-70.49
1161,US-2019-125997,20/09/2019,23/09/2019,First Class,MW-18220,Mitch Webber,Replacement,United States,New York City,New York,10011,East,FUR-CH-10001394,Direct Sale,Chairs,631.782,2,0.1,140.396
1162,US-2019-166744,20/09/2019,24/09/2019,Standard Class,DN-13690,Duane Noonan,Replacement,United States,Columbia,Maryland,21044,East,FUR-FU-10004952,Direct Sale,Furnishings,164.22,3,0,50.9082
1163,US-2019-134614,20/09/2019,25/09/2019,Standard Class,PF-19165,Philip Fox,Replacement,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Direct Sale,Tables,617.7,6,0.5,-407.682
1164,US-2019-133704,20/09/2019,26/09/2019,Standard Class,MA-17995,Michelle Arnett,Other,United States,Los Angeles,California,90004,West,OFF-AP-10001366,Third Party,Appliances,43.92,4,0,11.8584
1165,US-2019-125997,20/09/2019,23/09/2019,First Class,MW-18220,Mitch Webber,Replacement,United States,New York City,New York,10011,East,OFF-AP-10003842,Third Party,Appliances,30.98,1,0,8.0548
1166,US-2019-151953,20/09/2019,25/09/2019,Standard Class,DB-13555,Dorothy Badders,Servicing,United States,Jacksonville,Florida,32216,South,OFF-AR-10003469,Third Party,Art,2.816,2,0.2,0.9856
1167,US-2019-133704,20/09/2019,26/09/2019,Standard Class,MA-17995,Michelle Arnett,Other,United States,Los Angeles,California,90004,West,OFF-BI-10001636,Third Party,Binders,20.232,3,0.2,6.5754
1168,US-2019-156433,20/09/2019,26/09/2019,Standard Class,ES-14020,Erica Smith,Replacement,United States,San Francisco,California,94110,West,OFF-LA-10001569,Third Party,Labels,9.96,2,0,4.5816
1169,US-2019-125997,20/09/2019,23/09/2019,First Class,MW-18220,Mitch Webber,Replacement,United States,New York City,New York,10011,East,OFF-LA-10002762,Third Party,Labels,75.18,6,0,35.3346
1170,US-2019-156433,20/09/2019,26/09/2019,Standard Class,ES-14020,Erica Smith,Replacement,United States,San Francisco,California,94110,West,OFF-PA-10003724,Third Party,Paper,21.72,4,0,10.6428
1171,US-2019-126480,20/09/2019,24/09/2019,Standard Class,HG-14965,Henry Goldwyn,Servicing,United States,San Diego,California,92024,West,OFF-PA-10004610,Third Party,Paper,8.56,2,0,3.852
1172,US-2019-166744,20/09/2019,24/09/2019,Standard Class,DN-13690,Duane Noonan,Replacement,United States,Columbia,Maryland,21044,East,TEC-AC-10003628,Pre Book,Accessories,59.98,2,0,26.3912
1173,US-2019-120411,20/09/2019,23/09/2019,First Class,SB-20185,Sarah Brown,Replacement,United States,Chicago,Illinois,60653,Central,TEC-PH-10002185,Pre Book,Phones,11.12,2,0.2,3.475
1174,US-2019-125997,20/09/2019,23/09/2019,First Class,MW-18220,Mitch Webber,Replacement,United States,New York City,New York,10011,East,TEC-PH-10003072,Pre Book,Phones,1349.91,9,0,661.4559
1175,US-2019-125997,20/09/2019,23/09/2019,First Class,MW-18220,Mitch Webber,Replacement,United States,New York City,New York,10011,East,TEC-PH-10003484,Pre Book,Phones,629.95,5,0,157.4875
1176,CA-2019-153738,20/09/2019,22/09/2019,First Class,AG-10270,Alejandro Grove,Replacement,Canada,Toronto,Ontario,M2N,East,OFF-BI-10001308,Third Party,Binders,37.68,6,0,16.96
1177,US-2019-166310,21/09/2019,23/09/2019,First Class,JS-15940,Joni Sundaresam,Other,United States,Garland,Texas,75043,Central,FUR-FU-10001546,Direct Sale,Furnishings,8.544,2,0.6,-7.476
1178,US-2019-125514,21/09/2019,22/09/2019,First Class,BM-11650,Brian Moss,Servicing,United States,Omaha,Nebraska,68104,Central,OFF-AP-10000358,Third Party,Appliances,25.96,2,0,7.5284
1179,US-2019-125514,21/09/2019,22/09/2019,First Class,BM-11650,Brian Moss,Servicing,United States,Omaha,Nebraska,68104,Central,OFF-AP-10003281,Third Party,Appliances,36.27,3,0,10.881
1180,US-2019-153969,21/09/2019,25/09/2019,Standard Class,HF-14995,Herbert Flentye,Replacement,United States,San Francisco,California,94109,West,OFF-AR-10001615,Third Party,Art,59.52,3,0,15.4752
1181,US-2019-124513,21/09/2019,25/09/2019,Standard Class,SL-20155,Sara Luxemburg,Other,United States,New York City,New York,10011,East,OFF-AR-10002956,Third Party,Art,66.03,3,0,17.1678
1182,US-2019-117478,21/09/2019,24/09/2019,First Class,LH-16750,Larry Hughes,Replacement,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000050,Third Party,Binders,6.57,3,0.7,-5.037
1183,US-2019-153969,21/09/2019,25/09/2019,Standard Class,HF-14995,Herbert Flentye,Replacement,United States,San Francisco,California,94109,West,OFF-EN-10001539,Third Party,Envelopes,15.56,2,0,7.3132
1184,US-2019-153969,21/09/2019,25/09/2019,Standard Class,HF-14995,Herbert Flentye,Replacement,United States,San Francisco,California,94109,West,OFF-EN-10004483,Third Party,Envelopes,78.35,5,0,36.8245
1185,US-2019-168823,21/09/2019,24/09/2019,First Class,MA-17560,Matt Abelman,Other,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10004425,Third Party,Labels,20.808,9,0.2,7.0227
1186,US-2019-125514,21/09/2019,22/09/2019,First Class,BM-11650,Brian Moss,Servicing,United States,Omaha,Nebraska,68104,Central,OFF-PA-10000029,Third Party,Paper,6.48,1,0,3.1104
1187,US-2019-153969,21/09/2019,25/09/2019,Standard Class,HF-14995,Herbert Flentye,Replacement,United States,San Francisco,California,94109,West,OFF-PA-10000327,Third Party,Paper,38.52,9,0,17.334
1188,US-2019-153969,21/09/2019,25/09/2019,Standard Class,HF-14995,Herbert Flentye,Replacement,United States,San Francisco,California,94109,West,OFF-PA-10002246,Third Party,Paper,19.35,3,0,9.4815
1189,US-2019-168823,21/09/2019,24/09/2019,First Class,MA-17560,Matt Abelman,Other,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004000,Third Party,Paper,11.352,3,0.2,4.1151
1190,US-2019-135972,21/09/2019,23/09/2019,Second Class,JG-15115,Jack Garza,Replacement,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,Pre Book,Copiers,1799.97,3,0,701.9883
1191,US-2019-153969,21/09/2019,25/09/2019,Standard Class,HF-14995,Herbert Flentye,Replacement,United States,San Francisco,California,94109,West,TEC-PH-10001299,Pre Book,Phones,239.984,2,0.2,23.9984
1192,US-2019-135972,21/09/2019,23/09/2019,Second Class,JG-15115,Jack Garza,Replacement,United States,Des Moines,Washington,98198,West,TEC-PH-10003012,Pre Book,Phones,246.384,2,0.2,27.7182
1193,US-2019-156160,22/09/2019,29/09/2019,Standard Class,AS-10090,Adam Shillingsburg,Replacement,United States,New York City,New York,10035,East,FUR-CH-10004983,Direct Sale,Chairs,579.528,4,0.1,83.7096
1194,US-2019-156160,22/09/2019,29/09/2019,Standard Class,AS-10090,Adam Shillingsburg,Replacement,United States,New York City,New York,10035,East,FUR-FU-10001876,Direct Sale,Furnishings,97.44,3,0,35.0784
1195,US-2019-156160,22/09/2019,29/09/2019,Standard Class,AS-10090,Adam Shillingsburg,Replacement,United States,New York City,New York,10035,East,OFF-AR-10003876,Third Party,Art,13.04,4,0,5.7376
1196,US-2019-156160,22/09/2019,29/09/2019,Standard Class,AS-10090,Adam Shillingsburg,Replacement,United States,New York City,New York,10035,East,OFF-BI-10003355,Third Party,Binders,3.984,1,0.2,1.3944
1197,US-2019-127488,22/09/2019,24/09/2019,Second Class,MS-17365,Maribeth Schnelling,Replacement,United States,Boca Raton,Florida,33433,South,OFF-LA-10001613,Third Party,Labels,4.608,2,0.2,1.6704
1198,US-2019-158225,22/09/2019,28/09/2019,Standard Class,SE-20110,Sanjit Engle,Replacement,United States,San Jose,California,95123,West,OFF-ST-10000675,Third Party,Storage,169.45,5,0,42.3625
1199,US-2019-158225,22/09/2019,28/09/2019,Standard Class,SE-20110,Sanjit Engle,Replacement,United States,San Jose,California,95123,West,OFF-ST-10002301,Third Party,Storage,40.68,2,0,0.4068
1200,US-2019-103191,22/09/2019,27/09/2019,Standard Class,VG-21805,Vivek Grady,Servicing,United States,Chicago,Illinois,60653,Central,OFF-ST-10002574,Third Party,Storage,331.536,3,0.2,-82.884
1201,US-2019-134733,23/09/2019,28/09/2019,Standard Class,BM-11650,Brian Moss,Servicing,United States,San Diego,California,92037,West,FUR-BO-10002916,Direct Sale,Bookcases,435.999,3,0.15,20.5176
1202,US-2019-163650,23/09/2019,25/09/2019,First Class,TT-21220,Thomas Thornton,Replacement,United States,Dover,Delaware,19901,East,OFF-AR-10002375,Third Party,Art,9.84,3,0,2.8536
1203,US-2019-116904,23/09/2019,28/09/2019,Standard Class,SC-20095,Sanjit Chand,Replacement,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10000301,Third Party,Binders,12.94,2,0,6.47
1204,US-2019-116904,23/09/2019,28/09/2019,Standard Class,SC-20095,Sanjit Chand,Replacement,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001120,Third Party,Binders,9449.95,5,0,4630.4755
1205,US-2019-163559,23/09/2019,28/09/2019,Second Class,ST-20530,Shui Tom,Replacement,United States,New York City,New York,10035,East,OFF-BI-10002026,Third Party,Binders,139.44,3,0.2,47.061
1206,US-2019-113964,23/09/2019,30/09/2019,Standard Class,JP-16135,Julie Prescott,Other,United States,New York City,New York,10011,East,OFF-BI-10004654,Third Party,Binders,18.464,4,0.2,6.924
1207,US-2019-148369,23/09/2019,27/09/2019,Standard Class,TH-21115,Thea Hudgings,Servicing,United States,Newark,Delaware,19711,East,OFF-BI-10004876,Third Party,Binders,11.12,4,0,5.4488
1208,US-2019-163650,23/09/2019,25/09/2019,First Class,TT-21220,Thomas Thornton,Replacement,United States,Dover,Delaware,19901,East,OFF-BI-10004965,Third Party,Binders,34.5,3,0,15.525
1209,US-2019-147900,23/09/2019,28/09/2019,Standard Class,JK-15640,Jim Kriz,Other,United States,Lakewood,Ohio,44107,East,OFF-PA-10003063,Third Party,Paper,28.8,9,0.2,10.08
1210,US-2019-116904,23/09/2019,28/09/2019,Standard Class,SC-20095,Sanjit Chand,Replacement,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10004888,Third Party,Paper,32.4,5,0,15.552
1211,US-2019-116904,23/09/2019,28/09/2019,Standard Class,SC-20095,Sanjit Chand,Replacement,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10000736,Third Party,Storage,404.9,5,0,16.196
1212,US-2019-134733,23/09/2019,28/09/2019,Standard Class,BM-11650,Brian Moss,Servicing,United States,San Diego,California,92037,West,TEC-PH-10002726,Pre Book,Phones,83.984,2,0.2,31.494
1213,US-2019-123344,24/09/2019,29/09/2019,Standard Class,JD-16060,Julia Dunbar,Replacement,United States,San Francisco,California,94109,West,OFF-ST-10001713,Third Party,Storage,211.96,4,0,8.4784
1214,CA-2019-160325,24/09/2019,24/09/2019,Same Day,BP-11095,Bart Pistole,Servicing,Canada,Montreal,Quebec,H1C,East,TEC-PH-10000984,Pre Book,Phones,391.98,2,0,109.75
1215,CA-2019-160325,24/09/2019,24/09/2019,Same Day,BP-11095,Bart Pistole,Servicing,Canada,Montreal,Quebec,H1C,East,TEC-PH-10001944,Pre Book,Phones,437.85,3,0,131.36
1216,US-2019-112914,25/09/2019,30/09/2019,Standard Class,MT-18070,Michelle Tran,Other,United States,Houston,Texas,77041,Central,FUR-BO-10003272,Direct Sale,Bookcases,300.5328,2,0.32,-97.2312
1217,US-2019-141355,25/09/2019,30/09/2019,Standard Class,BF-11005,Barry Franz,Other,United States,Aurora,Colorado,80013,West,OFF-AR-10003179,Third Party,Art,14.576,2,0.2,2.3686
1218,US-2019-112914,25/09/2019,30/09/2019,Standard Class,MT-18070,Michelle Tran,Other,United States,Houston,Texas,77041,Central,OFF-BI-10002982,Third Party,Binders,2.724,2,0.8,-4.3584
1219,US-2019-112914,25/09/2019,30/09/2019,Standard Class,MT-18070,Michelle Tran,Other,United States,Houston,Texas,77041,Central,OFF-EN-10001509,Third Party,Envelopes,3.264,2,0.2,1.1016
1220,US-2019-112914,25/09/2019,30/09/2019,Standard Class,MT-18070,Michelle Tran,Other,United States,Houston,Texas,77041,Central,OFF-PA-10003270,Third Party,Paper,33.792,8,0.2,10.56
1221,US-2019-132451,26/09/2019,27/09/2019,First Class,KF-16285,Karen Ferguson,Other,United States,San Diego,California,92105,West,FUR-CH-10000454,Direct Sale,Chairs,585.552,3,0.2,73.194
1222,US-2019-151925,26/09/2019,01/10/2019,Second Class,KT-16465,Kean Takahito,Replacement,United States,Los Angeles,California,90049,West,FUR-CH-10002961,Direct Sale,Chairs,145.568,2,0.2,0
1223,US-2019-144974,26/09/2019,30/09/2019,Standard Class,CM-12715,Craig Molinari,Servicing,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001095,Direct Sale,Furnishings,21.184,1,0.2,4.7664
1224,US-2019-144974,26/09/2019,30/09/2019,Standard Class,CM-12715,Craig Molinari,Servicing,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10001492,Third Party,Appliances,41.376,6,0.2,3.1032
1225,US-2019-115133,26/09/2019,30/09/2019,Standard Class,DA-13450,Dianna Arnett,Other,United States,Lancaster,Ohio,43130,East,OFF-AP-10001634,Third Party,Appliances,16.704,6,0.2,1.2528
1226,US-2019-164385,26/09/2019,01/10/2019,Second Class,NB-18580,Nicole Brennan,Servicing,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002191,Third Party,Appliances,143.952,3,0.2,14.3952
1227,US-2019-144974,26/09/2019,30/09/2019,Standard Class,CM-12715,Craig Molinari,Servicing,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003274,Third Party,Binders,5.97,5,0.7,-4.577
1228,US-2019-152723,26/09/2019,26/09/2019,Same Day,HG-14965,Henry Goldwyn,Servicing,United States,Mesquite,Texas,75150,Central,OFF-BI-10003460,Third Party,Binders,0.876,1,0.8,-1.4016
1229,US-2019-115133,26/09/2019,30/09/2019,Standard Class,DA-13450,Dianna Arnett,Other,United States,Lancaster,Ohio,43130,East,OFF-PA-10000174,Third Party,Paper,32.896,4,0.2,11.1024
1230,US-2019-132451,26/09/2019,27/09/2019,First Class,KF-16285,Karen Ferguson,Other,United States,San Diego,California,92105,West,OFF-PA-10004888,Third Party,Paper,19.44,3,0,9.3312
1231,US-2019-127586,26/09/2019,30/09/2019,Standard Class,CS-12400,Christopher Schild,Other,United States,Seattle,Washington,98115,West,OFF-ST-10002615,Third Party,Storage,310.12,2,0,80.6312
1232,US-2019-115133,26/09/2019,30/09/2019,Standard Class,DA-13450,Dianna Arnett,Other,United States,Lancaster,Ohio,43130,East,TEC-AC-10002370,Pre Book,Accessories,3.152,2,0.2,0.4728
1233,US-2019-115049,26/09/2019,01/10/2019,Standard Class,MM-17920,Michael Moore,Replacement,United States,Chicago,Illinois,60623,Central,TEC-AC-10004859,Pre Book,Accessories,153.824,11,0.2,38.456
1234,US-2019-133130,27/09/2019,01/10/2019,Standard Class,TH-21100,Thea Hendricks,Replacement,United States,San Diego,California,92037,West,FUR-CH-10002602,Direct Sale,Chairs,603.92,5,0.2,45.294
1235,US-2019-120887,27/09/2019,03/10/2019,Standard Class,TS-21205,Thomas Seio,Servicing,United States,Hackensack,New Jersey,07601,East,FUR-FU-10001588,Direct Sale,Furnishings,87.54,3,0,37.6422
